battery_voltage,battery_current,battery_charge,temperature,solar_power,communication_signal,packet_loss,pitch,yaw,roll,payload_temp
29.43,6.92,88.3,26.28,668.08,-73.77,0.042,-0.25,-0.74,1.07,27.09
29.69,6.35,86.7,25.55,661.22,-76.14,0.014,0.74,-0.28,-0.82,27.89
29.34,6.79,87.2,25.22,641.61,-74.92,0.01,-0.34,0.37,-0.4,26.96
29.73,6.89,86.4,25.85,639.27,-72.71,0.036,0.71,0.85,0.29,27.1
29.63,7.61,87.6,26.13,647.33,-74.14,0.003,0.52,-0.76,-0.21,26.53
29.5,6.93,86.0,25.28,640.95,-78.29,0.006,-0.11,-0.34,-0.33,26.89
29.57,6.8,86.7,25.15,629.64,-76.59,0.001,-0.69,0.65,-1.02,26.22
29.35,7.3,86.8,25.93,626.04,-75.56,0.01,0.48,0.72,-0.49,26.3
29.44,7.38,87.0,25.28,632.69,-76.17,0.011,-0.56,-1.15,-0.42,25.03
29.5,7.27,84.4,24.39,609.08,-74.08,0.067,0.27,-0.38,-0.12,25.72
29.0,7.29,84.1,24.42,615.58,-76.06,0.043,0.21,0.12,0.33,25.52
29.28,7.7,85.9,25.28,603.24,-76.13,0.035,0.08,0.23,0.15,24.83
29.3,7.22,85.6,24.14,598.28,-74.38,0.048,0.16,-0.35,0.66,25.73
29.25,7.43,84.1,24.03,606.69,-78.12,0.03,-0.15,-0.52,-0.11,25.11
29.42,7.43,81.7,24.3,599.26,-75.27,0.009,-0.52,-0.16,0.25,24.37
29.08,7.97,84.2,23.82,594.5,-76.95,0.095,0.33,0.25,-0.08,25.17
29.11,7.78,82.7,23.92,594.83,-74.84,0.004,1.2,-1.04,-0.54,25.21
28.93,7.42,83.0,23.72,577.48,-76.56,0.003,0.61,-0.96,0.55,24.56
29.31,7.5,83.6,23.42,579.65,-75.25,0.008,0.42,0.19,-0.48,23.85
29.07,8.4,83.5,23.74,565.36,-76.85,0.058,-0.27,0.09,0.45,23.54
29.03,8.2,84.3,22.72,567.42,-79.02,0.018,1.68,-0.13,-0.02,23.64
29.05,8.17,82.6,23.06,558.68,-75.53,0.015,0.33,0.32,0.28,23.64
29.1,7.96,81.9,22.68,556.84,-78.05,0.01,0.19,0.33,-0.12,24.5
29.04,8.44,83.2,23.31,557.8,-73.88,0.096,0.48,-0.11,0.23,23.58
29.3,7.69,82.6,22.53,539.75,-75.31,0.044,-0.6,-0.12,0.51,23.01
29.01,8.28,81.8,23.12,565.03,-75.1,0.005,0.14,-0.4,0.01,23.12
28.88,7.95,82.0,22.16,530.33,-76.65,0.013,0.51,-0.19,0.42,23.64
28.85,8.03,81.5,22.21,524.64,-76.3,0.013,0.05,0.06,-0.03,23.29
28.85,8.34,82.2,22.42,544.87,-79.86,0.008,-0.92,0.17,1.11,22.95
28.69,8.1,82.8,21.57,537.83,-75.77,0.004,0.46,-1.27,-0.18,22.72
28.86,8.03,80.8,22.3,532.89,-78.13,0.055,-0.15,-0.16,-0.12,22.65
28.93,8.03,81.6,21.65,529.79,-75.99,0.022,0.74,0.25,0.28,22.58
28.75,7.59,79.9,21.66,520.37,-78.17,0.013,-0.02,-0.16,0.22,22.3
28.71,8.42,80.1,21.58,508.63,-75.66,0.002,-0.5,0.91,-0.23,22.29
28.98,7.9,81.3,21.25,515.61,-76.38,0.009,0.12,-0.16,0.03,22.01
28.61,8.76,80.7,20.87,505.45,-78.69,0.039,0.07,-0.0,0.08,21.66
28.52,8.11,79.8,21.07,519.49,-74.76,0.068,0.57,0.4,0.74,21.78
28.62,8.59,80.5,20.22,505.92,-77.15,0.067,0.28,-0.2,-0.48,21.9
28.56,7.65,81.2,20.36,496.92,-78.26,0.011,-0.44,1.4,0.26,21.37
28.78,8.4,79.2,20.66,499.9,-75.46,0.037,0.34,-0.18,0.53,21.72
28.68,8.47,81.7,21.15,505.32,-77.92,0.005,0.55,-0.95,-0.18,21.78
28.69,8.55,80.7,21.04,493.78,-77.43,0.01,-0.47,-0.81,0.77,21.48
28.85,7.68,80.7,20.76,489.57,-74.97,0.022,0.12,-0.15,-0.35,21.02
28.63,7.91,80.1,19.79,498.76,-76.76,0.045,-0.64,0.17,0.62,21.19
28.8,8.27,81.5,20.35,497.45,-76.52,0.072,0.87,-0.45,0.98,21.13
28.88,8.11,80.8,19.86,488.76,-77.71,0.086,0.61,0.75,0.97,21.06
28.65,8.13,79.7,20.05,488.1,-78.63,0.005,-0.26,0.49,-0.08,21.5
28.79,7.9,80.6,20.34,494.27,-78.23,0.017,-0.3,0.17,0.01,20.37
28.67,8.44,79.4,20.16,476.77,-81.38,0.034,-0.03,0.43,-0.17,20.85
28.81,8.72,79.8,20.31,476.62,-76.94,0.042,-0.03,0.69,0.32,20.54
28.52,7.93,81.2,19.31,483.12,-77.16,0.021,-0.12,-0.32,0.35,20.14
28.51,8.0,80.3,19.39,487.94,-80.39,0.002,-0.03,0.03,-0.07,20.08
28.67,7.83,80.6,20.22,493.11,-77.7,0.048,-0.64,-0.71,0.6,20.88
28.61,8.16,81.0,20.17,504.84,-82.87,0.059,-0.66,1.35,-0.01,19.92
28.66,7.97,80.5,19.59,498.9,-75.29,0.066,-0.63,-0.31,0.33,20.56
28.71,7.35,79.5,19.55,489.12,-79.47,0.063,0.13,-1.2,-0.12,20.46
28.83,7.44,81.5,19.93,491.09,-79.51,0.042,0.65,-0.25,-0.03,20.03
28.7,7.27,80.7,19.67,481.96,-77.74,0.016,1.31,-0.27,-0.51,20.69
28.66,8.32,80.8,19.67,492.67,-78.28,0.006,0.96,0.43,0.1,19.86
28.73,7.64,80.5,19.12,490.99,-81.39,0.004,-0.48,0.39,0.47,20.1
28.7,7.22,81.4,19.83,498.28,-79.15,0.037,0.72,0.5,1.1,19.87
28.69,7.13,82.1,19.34,488.11,-78.71,0.045,0.09,-0.07,-0.59,20.61
28.62,7.51,80.4,18.92,503.06,-80.73,0.032,0.34,0.26,-0.74,20.77
28.84,7.48,81.6,19.13,514.83,-78.42,0.026,0.97,-1.33,0.16,20.41
28.78,7.38,80.9,19.19,500.19,-81.65,0.027,0.77,-0.19,-0.31,21.33
28.98,6.94,79.4,19.93,507.22,-78.97,0.002,-0.36,0.98,0.64,20.51
28.71,7.1,80.0,19.18,512.18,-82.24,0.01,-0.18,0.99,-0.11,20.6
28.84,6.97,81.6,19.57,503.48,-80.77,0.006,-0.05,-0.46,-0.19,20.78
29.14,6.58,82.2,18.72,512.09,-82.71,0.018,0.11,-0.05,-0.08,20.14
28.84,6.51,82.0,19.81,512.47,-79.2,0.002,0.25,-0.15,0.38,20.61
28.94,6.84,82.3,19.23,515.95,-78.67,0.012,0.91,-0.88,-0.09,20.1
28.85,6.71,83.9,19.68,510.01,-78.12,0.063,-0.07,0.09,-0.26,20.0
28.86,6.74,82.5,19.72,520.88,-81.43,0.003,-0.22,-0.29,-0.49,21.02
29.23,6.74,82.0,19.85,528.63,-82.11,0.025,0.11,-0.69,0.32,20.29
29.09,6.87,82.3,19.79,541.31,-79.57,0.009,-0.33,-0.96,0.35,20.77
29.11,6.12,83.9,20.4,539.66,-81.14,0.014,0.92,0.55,-0.39,21.41
28.92,6.46,81.7,19.86,554.98,-82.32,0.011,-0.67,-1.0,-0.45,20.1
29.19,6.42,83.9,20.64,529.28,-82.48,0.002,-1.25,0.32,0.14,21.16
29.31,6.03,83.2,20.14,549.29,-81.6,0.002,-0.51,0.53,0.31,20.97
29.34,6.08,82.7,20.08,546.12,-79.95,0.019,-1.25,-0.33,-0.16,21.04
29.31,5.89,82.4,20.37,570.01,-83.5,0.056,0.2,0.31,-0.58,21.18
29.13,6.53,84.9,20.21,543.95,-80.08,0.081,-0.76,-0.96,-0.11,21.25
29.33,5.85,83.3,20.38,547.66,-82.46,0.008,1.25,0.43,-0.26,21.55
29.41,5.89,84.2,20.43,554.18,-80.5,0.068,0.13,0.4,0.15,21.02
29.14,5.6,83.6,20.48,543.14,-82.78,0.001,-0.19,0.08,-0.72,21.74
29.25,5.46,86.2,21.23,563.41,-81.34,0.055,-0.73,0.26,0.22,21.2
29.53,5.14,84.9,21.38,565.44,-83.98,0.024,0.12,0.04,-0.25,22.6
29.56,5.79,84.0,20.8,578.98,-82.24,0.003,1.06,-0.74,0.11,21.84
29.3,5.62,85.0,21.23,585.41,-82.03,0.002,-1.14,0.19,0.47,22.07
29.62,5.23,86.7,21.32,605.34,-85.93,0.005,0.48,0.17,-0.75,22.83
29.56,4.99,85.0,21.4,600.73,-80.81,0.001,-0.5,0.3,0.56,21.94
29.68,5.25,85.8,21.32,590.16,-85.58,0.037,0.69,-0.03,0.04,22.37
29.54,4.98,87.3,21.48,591.7,-81.9,0.029,-0.46,-0.11,-0.06,21.94
29.73,5.0,86.8,21.56,610.41,-84.4,0.055,0.91,0.39,-0.13,22.25
29.79,4.62,85.8,21.24,597.13,-82.63,0.02,0.36,-1.95,0.73,22.21
29.68,5.01,87.2,21.59,633.54,-83.27,0.026,-0.61,0.48,-0.18,23.24
29.76,4.96,87.2,21.32,631.94,-84.55,0.005,-0.57,-0.28,-0.02,23.29
29.72,5.16,87.6,22.07,620.41,-85.48,0.022,-0.13,0.01,-0.27,23.03
30.03,4.73,88.6,22.16,612.95,-84.64,0.011,-0.63,-0.6,0.01,23.15
29.85,4.62,88.2,22.39,648.61,-85.11,0.018,-0.96,0.62,0.09,23.89
29.79,4.21,88.2,22.01,638.94,-83.96,0.054,0.74,0.54,0.2,23.66
29.85,4.96,88.4,22.75,657.49,-84.49,0.033,-1.16,0.09,0.19,23.47
29.98,4.85,89.7,22.72,634.19,-85.93,0.002,0.97,-0.64,-0.48,24.4
30.09,4.55,88.5,23.48,649.17,-86.69,0.096,-0.25,-0.63,-0.98,24.07
29.87,4.1,87.6,23.13,660.23,-85.58,0.009,0.27,-0.1,0.06,24.55
30.29,4.09,89.4,22.78,665.66,-85.18,0.018,1.38,-0.85,0.9,24.47
30.14,4.26,90.1,22.66,665.69,-86.3,0.019,0.41,0.5,-0.15,25.43
30.19,4.68,89.7,23.36,681.39,-84.7,0.031,-0.39,0.07,-0.43,24.68
30.15,4.45,89.9,23.07,669.44,-85.7,0.056,1.07,-0.22,-0.84,24.12
30.2,3.88,90.2,23.32,683.61,-83.99,0.01,-1.11,-0.38,-0.68,25.0
30.21,4.43,90.7,23.39,691.13,-85.0,0.01,0.13,0.16,0.2,25.36
30.38,4.03,90.0,23.68,699.91,-84.76,0.008,0.77,-0.09,-0.88,25.6
30.29,4.11,91.8,24.54,706.69,-86.6,0.043,-0.28,0.12,0.44,25.9
30.42,4.54,89.3,23.84,693.08,-83.9,0.03,-0.63,-0.72,-0.79,25.51
30.3,4.46,92.1,24.19,693.69,-85.53,0.007,-0.75,-0.66,0.68,26.53
30.41,4.55,92.2,23.98,726.45,-84.02,0.018,-0.06,1.15,0.74,26.45
30.32,4.2,92.5,24.04,721.57,-84.76,0.016,-1.2,0.6,-0.57,26.28
30.59,4.47,90.8,24.69,715.28,-86.45,0.023,-1.15,-0.26,-0.81,26.11
30.37,4.02,92.8,25.01,742.71,-87.13,0.052,-0.39,-0.53,0.32,27.32
30.46,4.12,92.3,24.68,732.72,-86.13,0.067,-0.27,-0.5,0.36,27.0
30.48,4.1,94.2,24.7,747.64,-86.78,0.007,0.19,-0.36,-0.04,26.67
30.51,4.22,93.4,24.72,740.72,-87.47,0.028,-0.2,-0.32,0.22,27.59
30.66,3.83,92.4,25.57,764.77,-88.07,0.049,-0.41,0.27,-0.15,27.27
30.56,4.16,92.2,25.99,765.73,-83.65,0.004,0.75,1.2,-0.67,27.94
30.79,4.68,93.2,25.31,749.61,-88.62,0.013,0.21,1.28,0.24,27.15
30.54,3.93,94.5,25.72,765.63,-89.53,0.005,1.11,1.22,0.3,27.56
30.69,3.88,95.0,26.47,766.08,-86.11,0.014,-0.01,-0.53,-0.31,28.34
30.59,3.92,94.3,26.15,776.92,-87.82,0.001,-0.99,0.56,-0.57,27.66
30.76,5.12,94.4,26.33,757.08,-87.22,0.02,-0.42,0.2,-0.04,27.97
30.72,4.49,94.2,26.63,776.97,-88.87,0.17,-0.72,-0.04,-0.51,27.12
30.72,4.3,94.6,26.47,783.96,-86.23,0.062,0.08,0.12,-0.86,28.52
30.9,4.43,95.8,26.49,758.93,-86.45,0.021,0.1,0.42,0.06,28.95
30.7,4.52,94.6,26.99,767.69,-85.48,0.027,-0.74,0.27,0.02,28.25
30.86,4.29,95.6,26.52,762.02,-86.1,0.044,-0.14,0.17,0.38,28.93
30.71,4.37,94.7,26.56,782.48,-87.38,0.008,0.26,0.25,0.14,28.66
30.83,4.52,96.1,27.0,794.97,-89.38,0.024,-0.6,0.03,1.18,28.39
30.69,4.4,95.8,27.61,805.3,-88.18,0.02,1.94,-0.45,0.36,28.99
30.76,4.54,96.2,27.88,793.37,-88.26,0.015,-0.3,-0.32,0.1,29.0
30.84,4.82,97.1,27.42,811.12,-88.65,0.018,-0.12,-1.54,0.12,29.39
31.08,4.46,93.6,27.98,783.1,-85.06,0.044,-0.41,0.55,0.09,29.33
30.88,5.6,96.3,28.27,781.78,-84.91,0.014,-0.84,-0.55,-0.51,30.09
31.08,5.1,96.1,27.9,800.04,-87.77,0.076,-0.47,-0.03,-0.06,29.43
30.91,4.55,96.2,28.21,806.06,-85.78,0.068,-0.33,0.03,0.28,29.7
30.84,4.24,96.1,28.73,803.36,-86.59,0.109,0.23,0.28,0.94,29.94
31.08,4.84,96.1,27.91,784.34,-87.84,0.002,0.06,0.27,0.25,29.91
30.95,5.31,96.2,28.16,805.29,-86.8,0.028,-0.73,0.51,-0.47,29.8
30.82,5.32,96.7,28.88,794.15,-89.87,0.007,0.27,-0.2,-0.14,30.11
30.96,5.21,96.6,28.07,814.75,-89.26,0.003,0.05,-0.74,0.55,30.38
30.86,5.12,96.0,28.52,812.42,-86.24,0.022,0.73,-0.0,-0.59,30.6
30.66,5.1,95.8,28.32,799.91,-85.43,0.081,1.21,-0.35,-0.16,29.46
31.01,5.32,96.0,29.08,804.55,-85.45,0.01,0.39,0.37,-0.19,30.57
31.02,5.21,95.7,28.24,799.33,-88.35,0.015,0.42,0.22,0.6,30.15
31.11,5.46,97.4,28.69,809.37,-85.41,0.034,-0.46,-0.65,-0.29,30.93
30.93,6.06,94.9,28.39,819.47,-85.69,0.062,-0.08,0.26,0.56,30.89
30.85,5.5,96.5,28.29,799.82,-85.95,0.003,-1.49,-0.59,-0.11,30.93
30.97,5.99,96.4,28.18,814.32,-86.8,0.027,-0.29,-0.24,-0.06,30.36
30.96,6.11,95.4,28.82,803.42,-87.32,0.008,0.3,-0.09,0.14,30.06
31.04,5.63,96.0,29.08,800.08,-85.37,0.045,0.96,-1.13,-0.11,31.16
30.83,5.77,96.7,28.94,806.07,-85.22,0.009,-0.15,0.75,0.34,31.14
30.81,6.42,95.3,29.04,795.76,-86.66,0.039,-0.17,-0.41,-1.0,29.88
30.73,5.9,96.6,28.83,799.4,-85.64,0.038,-0.26,-0.59,-0.65,31.24
30.86,6.24,96.3,29.33,791.63,-85.52,0.112,-0.55,-0.12,-0.04,30.84
30.6,6.94,94.8,29.25,821.77,-86.3,0.02,-0.58,-0.56,0.3,30.75
30.86,6.7,94.3,29.04,800.84,-87.11,0.005,-0.53,1.52,0.27,30.37
30.82,6.5,95.2,29.07,791.71,-85.88,0.047,0.75,0.35,0.31,31.09
30.8,6.8,94.0,28.83,798.92,-84.61,0.041,-0.12,-0.87,-0.42,30.48
30.73,6.61,92.5,29.66,793.58,-87.12,0.057,-0.68,0.52,-0.62,30.46
30.88,7.01,94.3,29.25,790.28,-84.0,0.025,-0.62,-0.81,-0.0,29.77
30.78,6.16,96.3,28.91,796.28,-86.75,0.032,-1.16,0.15,-0.43,30.29
30.58,6.8,94.1,28.86,795.21,-82.83,0.099,-0.22,0.77,0.43,30.16
30.56,6.29,94.6,28.75,779.7,-84.26,0.0,-0.39,-0.17,-0.52,29.69
30.5,7.03,94.7,28.75,776.49,-86.02,0.033,0.1,-0.68,-0.62,31.09
30.65,6.98,93.9,28.9,776.6,-87.29,0.019,0.45,-0.09,0.47,30.37
30.44,7.53,93.5,28.17,753.31,-85.98,0.016,-0.48,-0.67,0.08,29.8
30.66,7.4,94.6,28.63,758.03,-85.51,0.011,-0.14,-1.37,-0.07,29.92
30.67,7.09,93.5,28.62,783.58,-85.44,0.039,0.63,0.58,0.46,30.01
30.37,7.19,93.2,28.61,782.98,-85.85,0.004,-0.42,0.28,-0.65,29.93
30.43,7.49,93.7,28.61,760.53,-84.68,0.008,-0.75,-0.61,-0.26,30.42
30.43,7.27,92.0,28.5,765.18,-84.75,0.012,0.25,0.42,0.35,29.91
30.5,7.49,91.6,28.56,758.8,-85.68,0.007,0.68,-0.01,0.4,29.97
30.56,7.95,91.2,28.29,782.65,-82.8,0.005,0.65,-0.43,0.04,29.74
30.13,7.36,92.7,28.61,759.13,-82.58,0.02,-0.42,0.24,-0.58,30.22
30.27,7.53,91.9,28.41,742.64,-84.12,0.004,-0.65,-0.22,0.42,30.21
30.24,7.62,92.5,28.88,730.24,-82.6,0.011,-0.15,-1.06,-0.5,29.51
30.07,8.71,91.6,28.25,719.53,-82.94,0.071,0.02,1.19,-0.42,29.08
30.15,7.99,90.3,27.65,733.34,-84.68,0.024,-0.01,1.04,-0.08,29.3
30.23,8.19,90.8,27.76,719.37,-83.0,0.022,-0.35,0.63,-0.69,27.99
30.11,8.12,91.6,27.53,708.27,-84.84,0.05,0.7,-0.08,-1.41,29.25
29.93,8.18,90.4,27.61,711.51,-84.8,0.035,0.8,0.81,0.44,28.46
30.42,8.11,91.4,27.88,702.58,-82.35,0.014,-0.82,-0.32,-0.13,28.79
30.08,8.11,89.8,27.27,725.62,-82.36,0.004,-0.58,-0.79,-0.26,28.94
30.03,7.6,90.5,27.07,712.86,-82.32,0.042,-0.14,-0.56,-0.42,28.4
29.85,8.17,88.3,27.34,699.21,-82.65,0.004,-0.07,0.79,0.83,28.32
29.98,8.05,89.3,26.75,709.28,-85.3,0.011,0.29,-0.69,-0.6,28.46
29.89,8.27,88.9,26.61,690.4,-84.84,0.045,-0.23,-0.73,0.6,28.0
29.65,8.11,87.8,26.92,676.13,-81.9,0.037,-0.13,-0.28,-0.21,28.45
29.71,8.38,89.6,26.03,695.05,-81.22,0.056,-1.41,-0.69,0.38,28.24
29.9,8.45,87.9,26.36,680.25,-83.25,0.028,0.73,0.14,0.39,28.02
30.01,7.3,87.6,26.69,659.52,-79.5,0.029,-1.08,0.89,-0.18,27.39
29.78,8.06,89.0,25.62,662.99,-82.87,0.021,-1.07,1.22,-0.0,27.72
29.84,7.64,87.8,25.5,651.12,-79.99,0.011,-0.96,0.11,-0.68,27.04
29.65,8.27,88.1,25.48,641.03,-84.12,0.02,-0.53,0.11,0.02,27.15
29.62,8.11,85.8,24.89,659.09,-82.75,0.004,0.61,-0.05,0.63,25.98
29.73,8.61,86.3,26.36,663.9,-80.84,0.154,0.61,-0.03,-0.1,27.34
29.77,8.26,88.4,25.6,625.8,-81.69,0.013,-0.33,-0.34,-0.04,27.41
29.69,8.04,87.1,25.17,640.4,-79.84,0.058,-0.91,-0.72,0.39,26.65
29.37,8.46,85.3,24.81,623.27,-80.55,0.073,0.2,1.19,-0.25,25.76
29.46,8.07,86.1,25.89,619.93,-78.64,0.001,-0.2,-0.54,0.07,26.15
29.47,8.0,84.9,25.2,613.93,-81.42,0.027,0.5,0.87,0.69,26.1
29.37,8.25,86.6,24.77,606.29,-82.17,0.058,-0.75,0.36,-0.02,25.92
29.42,8.59,83.4,25.09,610.53,-80.73,0.017,-0.19,0.19,-0.13,26.76
29.44,8.34,85.2,24.65,596.89,-80.87,0.002,0.42,0.92,-0.36,25.49
29.43,8.23,85.0,24.19,603.1,-81.13,0.014,0.56,-0.06,1.48,25.19
29.48,8.85,83.7,24.0,595.14,-81.3,0.01,0.84,0.12,0.3,25.32
29.21,7.78,84.1,23.86,588.55,-82.01,0.065,0.85,-0.72,1.25,25.04
29.05,7.74,84.4,23.56,577.22,-77.79,0.033,-0.09,-0.87,0.09,24.63
29.23,7.97,82.5,24.15,575.95,-81.83,0.009,0.57,-0.83,0.16,24.07
29.38,8.34,82.6,23.43,584.76,-79.6,0.049,0.6,0.72,0.13,24.9
29.07,7.56,83.3,23.94,577.78,-79.15,0.021,-0.74,-0.56,0.41,24.1
29.19,8.33,82.6,23.03,558.63,-78.68,0.062,0.36,-0.34,-0.65,23.89
29.16,7.32,82.7,22.96,565.11,-79.16,0.048,-0.13,0.79,-0.5,23.81
29.07,7.67,82.8,22.86,567.44,-81.12,0.033,0.38,-0.57,0.45,23.39
29.03,7.71,81.9,22.56,539.12,-80.03,0.004,0.29,0.68,-1.23,24.08
28.89,7.34,82.5,22.53,557.23,-78.81,0.028,0.63,-0.55,-0.49,23.87
28.71,7.36,82.5,22.78,541.25,-78.62,0.029,0.38,0.99,0.55,23.59
28.82,7.73,82.8,22.87,549.76,-80.29,0.051,-0.17,-0.37,-0.68,23.65
28.89,7.87,81.0,22.41,532.71,-77.43,0.006,0.12,-0.76,0.13,23.39
29.05,6.74,81.3,21.75,518.69,-79.62,0.028,-0.5,-0.9,-0.67,23.3
28.88,7.37,82.1,21.83,516.97,-75.64,0.053,0.77,0.12,-0.89,23.66
28.81,7.21,80.3,21.7,530.35,-80.93,0.001,0.54,1.66,-0.02,23.18
28.75,7.22,81.4,22.37,529.2,-77.14,0.028,-0.76,0.09,0.22,22.72
28.92,7.02,81.2,21.99,514.42,-77.62,0.051,0.2,0.46,-0.36,22.14
28.99,6.66,79.0,21.94,526.84,-78.0,0.018,0.91,-0.7,-0.73,21.74
28.94,7.44,80.6,21.14,500.95,-76.71,0.006,0.45,0.82,0.34,21.55
28.87,7.26,81.1,20.82,514.15,-78.63,0.046,0.27,0.46,0.46,22.5
28.6,6.81,80.6,21.35,500.08,-77.92,0.003,0.39,-0.65,0.41,21.78
28.73,6.62,80.3,20.88,503.19,-78.99,0.023,0.08,-0.09,-0.17,21.91
28.99,6.51,80.7,21.03,507.83,-75.26,0.0,-0.44,0.12,0.28,21.39
28.88,5.85,81.2,20.96,496.55,-77.99,0.019,-0.24,-1.12,0.36,22.54
28.55,6.65,80.8,20.57,499.24,-77.95,0.068,-0.41,-0.02,0.12,20.83
28.72,6.71,79.7,20.96,511.23,-75.05,0.08,0.24,-0.51,-0.46,21.5
28.76,6.44,79.1,20.0,493.63,-79.49,0.005,0.76,0.17,0.13,21.2
28.62,6.3,80.6,20.46,506.13,-74.37,0.029,0.67,0.02,-0.11,21.25
28.43,6.29,79.2,20.56,485.01,-76.94,0.002,-0.69,0.78,0.47,21.03
28.72,5.92,79.7,20.83,500.28,-75.19,0.034,-0.51,-0.45,-0.62,20.71
28.61,5.95,80.2,20.2,508.23,-75.87,0.044,-0.35,-0.02,-0.55,20.54
28.61,5.97,80.9,20.52,468.08,-79.51,0.018,0.12,0.25,0.93,21.72
28.66,6.16,81.0,20.42,483.97,-75.52,0.017,-0.53,0.28,0.31,20.71
28.68,6.29,80.1,20.75,497.01,-78.07,0.024,0.52,-0.31,0.37,20.9
28.7,5.73,79.6,19.98,488.66,-76.78,0.01,-0.76,0.39,-0.61,20.06
28.6,5.41,79.0,20.52,494.02,-73.81,0.02,0.48,0.76,0.65,19.79
28.68,5.66,81.6,20.03,484.03,-77.16,0.061,0.34,0.13,0.3,20.31
28.5,6.18,79.8,19.15,490.87,-74.59,0.004,-0.77,0.43,0.41,20.88
28.76,5.22,80.6,19.65,488.53,-77.67,0.024,-0.06,-0.24,0.18,20.5
28.38,5.7,80.3,19.27,502.01,-73.98,0.011,-0.3,-0.59,1.07,20.23
28.7,5.77,79.8,20.09,493.27,-76.33,0.043,-0.64,1.17,1.02,20.58
28.85,5.19,79.8,19.58,494.66,-75.46,0.012,0.4,0.77,0.76,20.16
28.62,5.02,79.2,19.03,487.88,-76.24,0.048,0.17,-0.28,0.93,20.9
28.85,5.34,81.2,19.77,487.99,-76.04,0.015,-0.45,-0.01,-0.32,20.9
28.91,5.21,80.3,19.9,489.57,-78.08,0.029,1.03,-0.5,-0.16,20.09
28.39,5.25,81.6,19.28,499.02,-76.8,0.036,-0.17,0.68,0.28,20.0
28.78,5.6,80.2,19.25,492.2,-77.11,0.012,-0.52,0.09,1.19,20.27
28.47,4.97,80.4,19.47,500.79,-77.97,0.016,0.1,0.54,-0.81,20.47
28.82,4.51,79.9,18.77,520.28,-75.89,0.056,0.95,0.71,-0.41,20.2
28.85,4.83,80.6,19.65,510.02,-73.9,0.017,-0.67,-0.09,0.1,20.73
28.57,4.83,80.0,20.0,499.97,-77.34,0.019,0.07,-0.85,-0.59,20.44
29.12,5.09,81.5,19.19,517.32,-73.49,0.026,-0.12,-0.11,0.49,20.79
28.94,4.6,81.4,20.08,503.44,-76.22,0.046,0.19,0.29,0.72,19.93
28.82,4.49,82.6,19.8,489.5,-76.7,0.002,-0.55,-0.61,0.15,20.17
29.12,4.15,80.4,19.46,502.3,-76.44,0.027,0.26,-0.21,0.74,20.66
28.76,4.69,82.7,19.73,496.3,-72.68,0.06,0.2,-0.82,0.58,20.5
28.85,5.49,81.1,20.11,514.26,-75.51,0.012,0.49,0.18,0.61,20.45
28.74,4.38,82.3,19.64,520.85,-75.53,0.035,0.26,0.36,-0.36,20.37
29.26,4.55,81.3,19.77,540.46,-75.21,0.009,0.55,0.19,0.37,20.67
29.11,4.21,82.5,19.49,530.11,-78.13,0.003,0.25,0.06,0.46,21.27
29.17,3.96,80.6,19.69,527.92,-74.54,0.006,0.57,0.32,-0.16,19.96
29.16,4.45,82.2,20.03,541.79,-77.47,0.038,0.45,0.36,0.44,20.77
29.22,4.31,83.0,19.79,514.89,-77.7,0.027,0.29,-0.37,-1.24,20.86
29.19,3.56,84.5,19.74,542.97,-77.02,0.007,0.35,0.12,0.02,20.55
29.24,4.74,81.6,20.39,552.04,-76.73,0.001,0.21,-0.26,0.41,21.0
29.25,4.36,83.5,20.23,533.38,-76.41,0.053,-0.4,-0.85,-0.62,20.5
29.19,4.25,83.3,19.97,563.53,-76.93,0.036,0.06,0.57,-0.02,21.01
29.29,4.09,82.4,20.83,559.5,-77.35,0.018,-0.33,-0.19,0.55,21.23
29.36,4.33,83.3,21.05,556.07,-77.57,0.007,0.31,0.2,-0.09,21.44
29.37,4.34,84.0,20.75,570.76,-76.6,0.101,-1.38,0.72,-0.26,22.29
29.21,4.32,85.0,20.07,591.43,-79.36,0.014,-0.19,-0.04,-0.46,21.33
29.26,4.52,84.9,20.73,574.91,-76.75,0.078,-0.73,0.17,-0.12,21.23
29.58,4.59,84.1,20.9,580.02,-74.95,0.008,-0.01,-0.06,-0.02,22.28
29.45,4.81,83.9,20.24,577.46,-76.47,0.065,-0.54,-1.45,0.12,20.21
29.59,3.97,85.9,21.32,578.14,-75.9,0.024,1.03,0.15,1.19,21.87
29.42,4.06,85.7,21.09,599.59,-75.03,0.086,-0.69,-0.51,-0.02,22.12
29.41,4.35,87.4,21.52,587.43,-76.24,0.004,-0.25,-0.1,-0.34,22.0
29.52,4.03,86.0,21.14,601.46,-78.14,0.141,0.92,-0.74,0.72,22.47
29.63,4.1,87.5,21.54,600.78,-78.1,0.007,0.69,-0.51,-0.36,22.38
29.61,4.45,87.2,21.68,615.19,-77.28,0.003,0.68,-0.72,-0.42,22.09
29.88,4.6,87.7,21.68,618.63,-79.39,0.025,-0.98,-0.46,-0.73,23.17
29.78,4.74,87.6,21.92,630.59,-73.85,0.034,-0.13,-0.13,-0.43,23.33
30.02,4.33,87.9,21.83,620.07,-77.73,0.014,-0.59,0.11,-1.16,22.82
29.88,4.56,86.0,21.59,627.45,-75.59,0.036,0.26,0.24,-0.18,23.14
